"EUMIDA ID","National ID","Country Code","Institution Name","English Institution Name","Institution Name Comments","Institution Name; Reference Year","Institution Name; Data Flag","Institution Name; Data Source","Institution Name; Date Data Collection","Institution Category; National Language","Institution Category; English","Institution Category; Comments","Institution Category; Reference Year","Institution Category; Data Flag","Institution Category; Data Source","Institution Category; Date Data Collection","NUTS Region","Region; Comments","Region; Reference Year","Region; Data Flag","Region; Data Source","Region; Date Data Collection","Legal Status","Legal Status; Comments","Legal Status; Reference Year","Legal Status; Data Flag","Legal Status; Data Source","Legal Status; Date Data Collection","Current Status Year","Current Status Year; Comments","Current Status Year; Reference Year","Current Status Year; Data Flag","Current Status Year; Data Source","Current Status Year; Date Data Collection","Foundation Year","Foundation Year; Comments","Foundation Year; Reference Year","Foundation Year; Data Flag","Foundation Year; Data Source","Foundation Year; Date Data Collection","Distance Education","Distance Education; Comments","Distance Education; Reference Year","Distance Education; Data Flag","Distance Education; Data Source","Distance Education; Date Data Collection","Research Active","Research Active; Comments","Research Active; Reference Year","Research Active; Data Flag","Research Active; Data Source","Research Active; Date Data Collection","University Hospital","University Hospital; Comments","University Hospital; Reference Year","University Hospital; Data Flag","University Hospital; Data Source","University Hospital; Date Data Collection","Education Field; General","Education Field; Education","Education Field; Humanities and Arts","Education Field; Social Sciences, Business and L aw","Education Field; Sciences","Education Field; Engineering, Manufacturing and Construction","Education Field; Agriculture","Education Field; Health and Welfare","Education Field; Services","Education Field; Comments","Education Fields; Reference Year","Education Fields; Data Flag","Education Fields; Data Source","Education Fields; Date Data Collection","Highest Degree Awarded","Highest Degree Awarded; Comments","Highest Degree; Reference Year","Highest Degree; Data Flag","Highest Degree; Data Source","Highest Degree, Date DataCollection","Doctorate Degrees Awarded","Doctorate Degrees; Comments","Doctorate Degrees Awarded; Reference Year","Doctorate Degrees Awarded; Data Flag","Doctorate Degrees Awarded; Data Source","Doctorate Degrees Awarded; Date Data Collection","Students ISCED5","Students ISCED5; Comments","Students ISCED5; Reference Year","Students ISCED5; Data Flag","Institution Students ISCED5; Data Source","Students ISCED5; Date Data Collection","International Students ISCED5","International Students ISCED5; Comments","International Students ISCED5; Reference Year","International Students ISCED5; Data Flag","International Students ISCED5; Data Source","International Students ISCED5, Date Data Collection","Students ISCED6","Students ISCED6; Comments","Students ISCED6; Reference Year","Institution Students ISCED6; Data Flag","Students ISCED6; Data Source","Students ISCED6; Date Data Collection","International Students ISCED6","International Students ISCED6; Comments","International Students ISCED6; Reference Year","International Students ISCED6; Data Flag","International Students ISCED6; Data Source","International Students ISCED6; Date Data Collection","Total Staff","Total Staff Comments","Total Staff; Reference Year","Total Staff; Data Flag","Total Staff; Data Source","Total Staff; Date Data Collection",
"PL013","PL013","PL","Akademia Muzyczna im. Feliksa Nowowiejskiego w Bydgoszczy","Academy of Music in Bydgoszcz",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL61",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1974,,2008,,"Website",12/02/2010,1974,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,0,,2008,,"Ministry of Science and HE",30/03/2010,401,,2008,,"CSO",30/03/2010,8,,2008,,"CSO",30/03/2010,2,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,177,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL014","PL014","PL","Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi","The Grazyna and Kiejstut Bacewicz Academy of Music in Łódź",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL11",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1945,,2008,,"Website",12/02/2010,1945,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,4,,2008,,"Ministry of Science and HE",30/03/2010,648,,2008,,"CSO",30/03/2010,9,,2008,,"CSO",30/03/2010,19,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,252,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL015","PL015","PL","Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu","The Ignacy Jan Paderewski Academy of Music in Poznań",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL41",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1920,,2008,,"Website",12/02/2010,1920,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,4,,2008,,"Ministry of Science and HE",30/03/2010,749,,2008,,"CSO",30/03/2010,4,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,275,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL016","PL016","PL","Akademia Muzyczna im. Karola Lipińskiego we Wrocławiu","The Karol Lipiński University of Music in Wrocław",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL51",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1948,,2008,,"Website",12/02/2010,1948,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,10,,2008,,"Ministry of Science and HE",30/03/2010,629,,2008,,"CSO",30/03/2010,3,,2008,,"CSO",30/03/2010,12,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,210,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL017","PL017","PL","Akademia Muzyczna im. Karola Szymanowskiego w Katowicach","The Karol Szymanowski Academy of Music in Katowice",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL22",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1929,,2008,,"Website",12/02/2010,1929,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,10,,2008,,"Ministry of Science and HE",30/03/2010,941,,2008,,"CSO",30/03/2010,19,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,240,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL018","PL018","PL","Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku","Academy of Music in Gdańsk",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL63",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1947,,2008,,"Website",12/02/2010,1947,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,0,,2008,,"Ministry of Science and HE",30/03/2010,655,,2008,,"CSO",30/03/2010,12,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,250,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL019","PL019","PL","Akademia Muzyczna w Krakowie","Academy of Music in Cracow",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL21",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1888,,2008,,"Website",12/02/2010,1888,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,5,,2008,,"Ministry of Science and HE",30/03/2010,616,,2008,,"CSO",30/03/2010,35,,2008,,"CSO",30/03/2010,55,,2008,,"CSO",03/04/2010,2,,2008,,"CSO",02/04/2010,285,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL020","PL020","PL","Akademia Obrony Narodowej","National Defence University in Warsaw",,2008,,"CSO & Webside",15/09/2009,"Szkoła Resortu Obrony Narodowej","Academy of the Ministry of National Defence",,2008,,"Central Statistcs Office",10/02/2010,"PL12",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1990,,2008,,"Website",12/02/2010,1990,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"No",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","No","No","Yes","No","No","No","No","Yes",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,12,,2008,,"Ministry of Science and HE",30/03/2010,2209,,2008,,"CSO",30/03/2010,0,,2008,,"CSO",30/03/2010,127,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,919,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL021","PL021","PL","Akademia Pedagogiki Specjalnej im. M. Grzegorzewskiej w Warszawie","Academy of Special Education in Warsaw",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Pedagogiczna","Teacher Education School",,2008,,"Central Statistcs Office",10/02/2010,"PL12",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1922,,2008,,"Website",12/02/2010,1922,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","No","No","No","No","No","Yes","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,5,,2008,,"Ministry of Science and HE",30/03/2010,6761,,2008,,"CSO",30/03/2010,9,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,424,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL022","PL022","PL","Akademia Podlaska w Siedlcach","University of Podlasie in Siedlce",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Pedagogiczna","Teacher Education School",,2008,,"Central Statistcs Office",10/02/2010,"PL12",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1969,,2008,,"Website",12/02/2010,1969,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","Yes","Yes","No","Yes","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,16,,2008,,"Ministry of Science and HE",30/03/2010,10530,,2008,,"CSO",30/03/2010,32,,2008,,"CSO",30/03/2010,50,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,1092,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL023","PL023","PL","Akademia Polonijna w Częstochowie","Polonia University in Częstochowa",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Ekonomiczna","Academy of Economics",,2008,,"Central Statistcs Office",10/02/2010,"PL22",,2008,,"Website",06/02/2010,"Private",,2008,,"CSO","15.09.2009",1992,,2008,,"Website",12/02/2010,1992,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"No",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","No","Yes","Yes","No","No","No","No","No",,2008,,"Website",08/02/2010,"Master or pre-Bologna equivalent",,2008,,"CSO",03/04/2010,,,2008,"Not applicable","Ministry of Science and HE",30/03/2010,1281,,2008,,"CSO",30/03/2010,26,,2008,,"CSO",30/03/2010,,,2008,"Not applicable","CSO",03/04/2010,,,2008,"Not applicable","CSO",02/04/2010,104,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL024","PL024","PL","Akademia Pomorska w Słupsku","Pomeranian Pedagogical Academy in Słupsk",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Pedagogiczna","Teacher Education School",,2008,,"Central Statistcs Office",10/02/2010,"PL63",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1999,"1971- State School of Higher Learning for Teachers; 1974- State School Higher Learning for Educators",2008,,"Website",12/02/2010,1969,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","Yes","Yes","No","No","Yes","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,2,,2008,,"Ministry of Science and HE",30/03/2010,5593,,2008,,"CSO",30/03/2010,5,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,564,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL025","PL025","PL","Akademia Rolnicza w Szczecinie","University of Agricultural in Szczecin",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Rolnicza","Agricultural Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL42",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1954,,2008,,"Website",12/02/2010,1954,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","No","No","Yes","Yes","Yes","Yes","No","Yes",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,22,,2008,,"Ministry of Science and HE",30/03/2010,6083,,2008,,"CSO",30/03/2010,10,,2008,,"CSO",30/03/2010,161,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,892,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL026","PL026","PL","Akademia Sztuk Pięknych im. Jana Matejki w Krakowie","Jan Matejko Academy of Fine Arts in Cracow",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL21",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1818,,2008,,"Website",12/02/2010,1818,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,11,,2008,,"Ministry of Science and HE",30/03/2010,1175,,2008,,"CSO",30/03/2010,25,,2008,,"CSO",30/03/2010,79,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,354,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL027","PL027","PL","Akademia Sztuk Pięknych im. Władysława Strzemińskiego w Łodzi","Academy of Fine Arts in Łódź",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL11",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1945,,2008,,"Website",12/02/2010,1945,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,4,,2008,,"Ministry of Science and HE",30/03/2010,1116,,2008,,"CSO",30/03/2010,3,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,272,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL028","PL028","PL","Akademia Sztuk Pięknych w Gdańsku","Academy of Fine Arts in Gdańsk",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL63",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1945,,2008,,"Website",12/02/2010,1945,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,0,,2008,,"Ministry of Science and HE",30/03/2010,784,,2008,,"CSO",30/03/2010,6,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,198,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL029","PL029","PL","Akademia Sztuk Pięknych w Katowicach","Academy of Fine Arts in Katowice",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL22",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",2001,,2008,,"Website",12/02/2010,2001,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,0,,2008,,"Ministry of Science and HE",30/03/2010,463,,2008,,"CSO",30/03/2010,1,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,123,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL030","PL030","PL","Akademia Sztuk Pięknych w Poznaniu","Academy of Fine Arts in Poznań",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL41",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1919,,2008,,"Website",12/02/2010,1919,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,2,,2008,,"Ministry of Science and HE",30/03/2010,1448,,2008,,"CSO",30/03/2010,13,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,304,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL031","PL031","PL","Akademia Sztuk Pięknych w Warszawie","Academy of Fine Arts in Warsaw",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL12",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1816,,2008,,"Website",12/02/2010,1816,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,9,,2008,,"Ministry of Science and HE",30/03/2010,1279,,2008,,"CSO",30/03/2010,19,,2008,,"CSO",30/03/2010,29,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,418,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL032","PL032","PL","Akademia Sztuk Pięknych we Wrocławiu","Academy of Fine Arts in Wrocław",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL51",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1946,,2008,,"Website",12/02/2010,1946,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,10,,2008,,"Ministry of Science and HE",30/03/2010,1083,,2008,,"CSO",30/03/2010,12,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,215,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL033","PL033","PL","Akademia Teatralna im. Aleksandra Zelwerowicza w Warszawie","Theatre Academy in Warsaw",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Artystyczna","Fine Art Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL12",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1932,,2008,,"Website",12/02/2010,1946,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","No","Yes","No","No","No","No","No","No",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,4,,2008,,"Ministry of Science and HE",30/03/2010,417,,2008,,"CSO",30/03/2010,3,,2008,,"CSO",30/03/2010,0,"Zero students ISCED 6 is correct for this institution. Some HEIs in Poland are awarding doctorates but there is no PhD students. There are two ways leading to PhD in Poland: 1.  PhD study (III level of Bologna) or  2. Without PhD study ( exams+ thesis+ de",2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,210,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL034","PL034","PL","Akademia Techniczno-Humanistyczna w Bielsku-Białej","Unversity of Bielsko-Biała",,2008,,"CSO & Webside",15/09/2009,"Wyższa Szkoła Techniczna","Technical University",,2008,,"Central Statistcs Office",10/02/2010,"PL22",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",2001,"1969- Branch of the  Technical University of Łódź",2008,,"Website",12/02/2010,1969,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","Yes","Yes","No","Yes","No","No","Yes",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,6,,2008,,"Ministry of Science and HE",30/03/2010,7955,,2008,,"CSO",30/03/2010,5,,2008,,"CSO",30/03/2010,25,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,640,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
"PL035","PL035","PL","Akademia Wychowania Fizycznego i Sportu im. Jędrzeja Śniadeckiego w Gdańsku","Academy of Physical Education and Sport in Gdańsk",,2008,,"CSO & Webside",15/09/2009,"Akademia Wychowania Fizycznego","Physical Academy",,2008,,"Central Statistcs Office",10/02/2010,"PL63",,2008,,"Website",06/02/2010,"Public",,2008,,"CSO","15.09.2009",1969,,2008,,"Website",12/02/2010,1969,,2008,,"Webside",12/02/2010,,"Data unavailable",2008,"Not available",,,"Yes",,2008,,"CSO",30/03/2010,"No",,2008,,"Website",06/02/2010,"No","Yes","No","No","No","No","No","Yes","Yes",,2008,,"Website",08/02/2010,"Doctorate",,2008,,"CSO",03/04/2010,10,,2008,,"Ministry of Science and HE",30/03/2010,3748,,2008,,"CSO",30/03/2010,7,,2008,,"CSO",30/03/2010,55,,2008,,"CSO",03/04/2010,0,,2008,,"CSO",02/04/2010,442,"Full time+1/2 part time (CSO have exact data but they are unavailable)",2008,,"Ministry of Science and Education",03/04/2010,
